full_sq,life_sq,floor,max_floor,build_year,num_room,kitch_sq,sub_area,price_doc
30,16.0,3.0,10.0,1974.0,1.0,5.0,Vostochnoe Izmajlovo,6250000
75,44.0,17.0,17.0,1987.0,3.0,10.0,Orehovo-Borisovo Juzhnoe,12500000
51,30.0,2.0,17.0,1986.0,2.0,8.0,Brateevo,7600000
38,38.0,8.0,12.0,2014.0,1.0,1.0,Poselenie Desjonovskoe,4116365
40,20.0,12.0,12.0,1977.0,1.0,8.0,Zjablikovo,5825000
37,23.0,1.0,9.0,1966.0,2.0,6.0,Levoberezhnoe,7150000
74,43.0,8.0,,,,,Kon'kovo,15100000
43,43.0,5.0,,,,,Tekstil'shhiki,6269800
38,19.0,16.0,16.0,1981.0,1.0,8.0,Chertanovo Central'noe,6300000
53,30.0,9.0,12.0,1980.0,2.0,8.0,Mar'ino,7250000
52,30.0,16.0,17.0,2001.0,2.0,9.0,Mar'ino,8700000
76,45.0,3.0,17.0,1984.0,3.0,10.0,Beskudnikovskoe,10350000
38,19.0,6.0,12.0,2005.0,1.0,7.0,Kosino-Uhtomskoe,5600000
30,19.0,1.0,5.0,1960.0,1.0,5.0,Tekstil'shhiki,4800000
45,27.0,6.0,9.0,1972.0,2.0,6.0,Pokrovskoe Streshnevo,7300000
74,45.0,6.0,16.0,1980.0,3.0,10.0,Chertanovo Central'noe,11650000
36,19.0,8.0,16.0,1978.0,1.0,9.0,Zjablikovo,5950000
57,33.0,4.0,15.0,2006.0,2.0,9.0,Krjukovo,7400000
77,77.0,5.0,17.0,2016.0,1.0,10.0,Hovrino,8958812
44,27.0,6.0,9.0,1970.0,2.0,6.0,Gol'janovo,6150000
39,19.0,22.0,22.0,1992.0,1.0,10.0,Krjukovo,3000000
64,43.0,5.0,12.0,1972.0,3.0,6.0,Chertanovo Juzhnoe,10500000
39,18.0,10.0,14.0,1968.0,1.0,8.0,Golovinskoe,7000000
60,42.0,3.0,9.0,1975.0,3.0,6.0,Otradnoe,9200000
63,1.0,5.0,5.0,2014.0,2.0,1.0,Poselenie Voskresenskoe,6550000
44,,1.0,3.0,2015.0,2.0,1.0,Poselenie Filimonkovskoe,3120078
52,35.0,1.0,9.0,1978.0,2.0,6.0,Solncevo,2000000
39,20.0,8.0,22.0,1988.0,1.0,10.0,Mar'ino,6800000
36,20.0,7.0,12.0,1969.0,1.0,9.0,Novogireevo,6200000
63,34.0,12.0,17.0,2012.0,2.0,9.0,Poselenie Shherbinka,4336015
40,40.0,3.0,17.0,0.0,1.0,0.0,Poselenie Vnukovskoe,5664938
29,16.0,5.0,9.0,1966.0,1.0,5.0,Lomonosovskoe,1000000
48,31.0,5.0,12.0,1969.0,2.0,8.0,Lefortovo,8900000
32,32.0,6.0,9.0,1978.0,1.0,6.0,Akademicheskoe,6050000
35,14.0,,,,,,Severnoe Butovo,5000000
32,18.0,2.0,9.0,1975.0,1.0,5.0,Orehovo-Borisovo Severnoe,999000
53,32.0,14.0,17.0,1996.0,2.0,9.0,Vnukovo,5600000
65,39.0,2.0,12.0,1975.0,3.0,7.0,Bibirevo,9250000
43,25.0,9.0,9.0,1978.0,2.0,5.0,Jasenevo,1000000
75,46.0,10.0,16.0,1978.0,3.0,10.0,Jasenevo,13500000
64,60.0,7.0,17.0,2015.0,2.0,1.0,Poselenie Desjonovskoe,5336200
52,30.0,2.0,17.0,1990.0,2.0,8.0,Nagornoe,10000000
38,18.0,2.0,14.0,1967.0,1.0,9.0,Gagarinskoe,9200000
31,18.0,2.0,4.0,1961.0,1.0,5.0,Solncevo,4700000
37,19.0,13.0,17.0,1994.0,1.0,7.0,Juzhnoe Butovo,6030000
38,,5.0,22.0,2014.0,1.0,1.0,Nagatinskij Zaton,7225647
41,20.0,12.0,14.0,1991.0,1.0,8.0,Novo-Peredelkino,5760000
44,27.0,1.0,4.0,1961.0,2.0,5.0,Solncevo,5150000
38,19.0,12.0,14.0,1996.0,1.0,7.0,Savelki,4450000
45,17.0,15.0,25.0,2011.0,1.0,13.0,Ochakovo-Matveevskoe,6049200
110,59.0,18.0,28.0,2007.0,3.0,12.0,Ramenki,5078000
53,32.0,14.0,16.0,1979.0,2.0,9.0,Jasenevo,10200000
79,79.0,6.0,17.0,2015.0,3.0,1.0,Poselenie Vnukovskoe,8220547
32,19.0,1.0,4.0,1969.0,1.0,6.0,Solncevo,3750000
40,20.0,8.0,14.0,1986.0,1.0,8.0,Mar'ino,5600000
39,39.0,5.0,1.0,1.0,1.0,1.0,Nekrasovka,4138020
64,60.0,5.0,17.0,2014.0,2.0,1.0,Nekrasovka,6592000
33,18.0,3.0,9.0,1969.0,1.0,6.0,Chertanovo Severnoe,6300000
55,30.0,8.0,22.0,2016.0,2.0,10.0,Nagatinskij Zaton,10221105
29,29.0,5.0,5.0,1962.0,1.0,5.0,Ljublino,5100000
73,43.0,2.0,12.0,1983.0,3.0,8.0,Horoshevo-Mnevniki,14800000
40,,18.0,22.0,1.0,1.0,1.0,Poselenie Shherbinka,3720730
65,39.0,7.0,12.0,1979.0,3.0,8.0,Fili Davydkovo,13500000
62,62.0,21.0,25.0,2015.0,2.0,10.0,Nekrasovka,6552000
31,18.0,3.0,5.0,1962.0,1.0,6.0,Ajeroport,6000000
38,19.0,8.0,12.0,2005.0,1.0,7.0,Kosino-Uhtomskoe,6400000
49,32.0,4.0,5.0,1938.0,2.0,4.0,Presnenskoe,8400000
51,30.0,5.0,12.0,1998.0,2.0,8.0,Filevskij Park,11100000
38,19.0,4.0,14.0,1997.0,1.0,8.0,Vyhino-Zhulebino,6100000
47,47.0,7.0,17.0,2016.0,1.0,10.0,Ochakovo-Matveevskoe,5654950
45,32.0,9.0,9.0,1967.0,2.0,5.0,Gol'janovo,6300000
46,19.0,18.0,25.0,2011.0,1.0,12.0,Poselenie Moskovskij,3078500
52,51.0,10.0,12.0,1980.0,2.0,8.0,Strogino,10700000
38,19.0,9.0,14.0,2005.0,1.0,7.0,Dmitrovskoe,7050000
40,21.0,12.0,12.0,1988.0,1.0,8.0,Tekstil'shhiki,5950000
78,47.0,6.0,,,,,Rjazanskij,5759000
30,18.0,2.0,5.0,1965.0,1.0,5.0,Ljublino,2000000
33,18.0,1.0,12.0,1971.0,1.0,9.0,Gol'janovo,4500000
72,44.0,2.0,17.0,2012.0,3.0,10.0,Poselenie Desjonovskoe,4398000
43,27.0,5.0,5.0,1961.0,2.0,5.0,Vojkovskoe,5900000
76,53.0,3.0,,,,,Filevskij Park,14000000
32,20.0,4.0,5.0,1965.0,1.0,5.0,Ochakovo-Matveevskoe,5400000
39,23.0,9.0,12.0,1965.0,2.0,6.0,Zjuzino,6800000
30,15.0,1.0,9.0,1974.0,1.0,6.0,Bibirevo,5350000
62,38.0,6.0,9.0,1979.0,3.0,7.0,Otradnoe,8900000
43,27.0,8.0,8.0,1965.0,2.0,6.0,Bogorodskoe,6500000
28,,2.0,4.0,,1.0,0.0,Poselenie Filimonkovskoe,2074920
63,36.0,9.0,9.0,1955.0,2.0,10.0,Kon'kovo,13500000
48,31.0,4.0,12.0,1.0,2.0,9.0,Birjulevo Vostochnoe,6400000
91,61.0,3.0,10.0,1958.0,4.0,7.0,Donskoe,19900000
35,19.0,12.0,12.0,1965.0,1.0,9.0,Novogireevo,5500000
46,19.0,14.0,14.0,2014.0,1.0,1.0,Levoberezhnoe,8232500
76,45.0,8.0,17.0,1986.0,3.0,10.0,Brateevo,10600000
24,16.0,5.0,5.0,1972.0,1.0,3.0,Golovinskoe,3000000
57,41.0,3.0,5.0,1963.0,3.0,5.0,Tekstil'shhiki,7500000
35,19.0,9.0,12.0,1966.0,1.0,9.0,Timirjazevskoe,6200000
39,39.0,2.0,17.0,0.0,1.0,1.0,Solncevo,4445883
60,44.0,6.0,9.0,1969.0,3.0,6.0,Losinoostrovskoe,2000000
37,19.0,13.0,17.0,1999.0,1.0,7.0,Rjazanskij,6400000
32,18.0,6.0,9.0,1970.0,1.0,6.0,Jaroslavskoe,6200000
70,45.0,21.0,22.0,1985.0,3.0,10.0,Pokrovskoe Streshnevo,14200000
51,31.0,2.0,12.0,1972.0,2.0,9.0,Meshhanskoe,2000000
60,34.0,3.0,,,,,Lefortovo,7400000
39,20.0,10.0,22.0,1999.0,1.0,10.0,Krylatskoe,10300000
64,64.0,3.0,17.0,2016.0,2.0,0.0,Solncevo,6001649
63,33.0,14.0,17.0,2008.0,2.0,12.0,Taganskoe,12600000
49,34.0,5.0,9.0,1969.0,3.0,5.0,Severnoe Tushino,6800000
78,43.0,1.0,17.0,1985.0,3.0,10.0,Juzhnoe Tushino,10500000
30,15.0,5.0,,,,,Alekseevskoe,5600000
58,33.0,11.0,22.0,1988.0,2.0,10.0,Mar'ino,2000000
81,54.0,5.0,7.0,1958.0,3.0,8.0,Savelovskoe,17500000
40,40.0,23.0,25.0,2015.0,1.0,1.0,Mitino,9445545
36,1.0,17.0,25.0,,1.0,1.0,Poselenie Sosenskoe,4364490
56,32.0,5.0,9.0,1943.0,2.0,7.0,Dorogomilovo,8000000
38,38.0,6.0,6.0,2016.0,1.0,1.0,Poselenie Desjonovskoe,4133322
51,30.0,9.0,17.0,1991.0,2.0,8.0,Vostochnoe Degunino,8300000
60,31.0,6.0,16.0,2013.0,2.0,11.0,Sokolinaja Gora,12500000
26,14.0,1.0,9.0,1976.0,1.0,6.0,Otradnoe,4800000
77,,7.0,,,,,Poselenie Sosenskoe,5897600
89,89.0,2.0,8.0,1939.0,3.0,7.0,Presnenskoe,21850000
40,40.0,15.0,20.0,,1.0,1.0,Tverskoe,5030984
29,17.0,4.0,9.0,1968.0,1.0,5.0,Nizhegorodskoe,4400000
39,20.0,4.0,,,,,Mar'ino,5550000
78,46.0,20.0,22.0,1988.0,3.0,10.0,Mar'ino,11500000
59,34.0,15.0,17.0,1988.0,2.0,10.0,Ljublino,9950000
32,20.0,4.0,5.0,1969.0,1.0,5.0,Perovo,2000000
45,27.0,2.0,5.0,1979.0,2.0,5.0,Poselenie Rjazanovskoe,990000
51,33.0,6.0,12.0,1973.0,2.0,7.0,Veshnjaki,1000000
38,19.0,11.0,17.0,1987.0,1.0,8.0,Solncevo,5700000
44,27.0,7.0,9.0,1968.0,2.0,5.0,Nagatino-Sadovniki,5600000
75,71.0,16.0,17.0,2016.0,3.0,1.0,Nekrasovka,7595200
38,19.0,6.0,16.0,1979.0,1.0,9.0,Lefortovo,6800000
38,19.0,14.0,19.0,2000.0,1.0,10.0,Mar'ino,6700000
27,,4.0,4.0,2015.0,1.0,1.0,Tverskoe,2254821
83,83.0,7.0,7.0,0.0,3.0,0.0,Zapadnoe Degunino,8903400
52,19.0,5.0,17.0,2014.0,1.0,15.0,Poselenie Sosenskoe,3100000
40,20.0,5.0,9.0,2004.0,1.0,8.0,Kosino-Uhtomskoe,5300000
27,17.0,3.0,4.0,1957.0,1.0,4.0,Akademicheskoe,6900000
37,22.0,8.0,9.0,1968.0,2.0,7.0,Rostokino,7400000
80,45.0,6.0,12.0,2005.0,3.0,12.0,Kosino-Uhtomskoe,11000000
45,30.0,3.0,5.0,1962.0,2.0,5.0,Severnoe Izmajlovo,6600000
125,,15.0,1.0,2011.0,3.0,1.0,Nagatino-Sadovniki,17958104
36,18.0,14.0,14.0,1969.0,1.0,8.0,Savelki,2000000
45,28.0,5.0,9.0,1968.0,2.0,6.0,Zjuzino,7600000
52,,10.0,17.0,,2.0,0.0,Zapadnoe Degunino,5576588
44,28.0,6.0,9.0,1979.0,2.0,6.0,Mar'ino,5800000
61,1.0,18.0,22.0,2014.0,2.0,1.0,Poselenie Vnukovskoe,7168755
62,40.0,24.0,25.0,2015.0,2.0,10.0,Nagornoe,14227211
65,38.0,6.0,9.0,1955.0,3.0,7.0,Severnoe Butovo,10100000
84,36.0,5.0,11.0,2008.0,2.0,13.0,Kurkino,17000000
42,28.0,1.0,5.0,1961.0,2.0,6.0,Caricyno,5700000
20,12.0,4.0,9.0,1960.0,1.0,2.0,Bogorodskoe,4490000
31,18.0,3.0,17.0,1964.0,1.0,5.0,Troickij okrug,3000000
32,17.0,8.0,,,,,Matushkino,1000000
58,34.0,9.0,22.0,2004.0,2.0,10.0,Obruchevskoe,11300000
45,29.0,7.0,9.0,1969.0,2.0,6.0,Chertanovo Severnoe,7450000
38,18.0,1.0,14.0,1996.0,1.0,8.0,Savelki,3800000
49,29.0,3.0,12.0,1981.0,2.0,7.0,Kotlovka,9500000
74,49.0,1.0,6.0,1928.0,3.0,4.0,Meshhanskoe,13350000
38,16.0,5.0,22.0,2008.0,1.0,9.0,Fili Davydkovo,8900000
52,31.0,13.0,16.0,1983.0,1.0,9.0,Chertanovo Juzhnoe,4000000
42,26.0,5.0,5.0,1958.0,2.0,6.0,Fili Davydkovo,7500000
44,27.0,7.0,9.0,1968.0,2.0,5.0,Horoshevo-Mnevniki,7600000
38,22.0,3.0,9.0,1964.0,2.0,7.0,Preobrazhenskoe,6350000
31,19.0,4.0,9.0,1972.0,1.0,9.0,Preobrazhenskoe,7000000
45,28.0,3.0,9.0,1967.0,2.0,5.0,Nagatinskij Zaton,2000000
61,,6.0,,,,,Nekrasovka,5718266
51,29.0,6.0,10.0,2001.0,2.0,8.0,Matushkino,6450000
55,36.0,5.0,5.0,1961.0,3.0,5.0,Ajeroport,8050000
32,18.0,4.0,9.0,1975.0,1.0,6.0,Otradnoe,5700000
54,30.0,3.0,12.0,1975.0,2.0,8.0,Bibirevo,8150000
44,,7.0,18.0,2014.0,1.0,1.0,Chertanovo Severnoe,7297950
38,19.0,8.0,14.0,1971.0,1.0,9.0,Veshnjaki,6200000
34,34.0,1.0,1.0,0.0,1.0,1.0,Tverskoe,1920412
43,,17.0,22.0,2015.0,1.0,1.0,Kapotnja,4744953
82,43.0,3.0,11.0,2013.0,3.0,9.0,Krjukovo,8260000
34,21.0,8.0,9.0,1974.0,2.0,5.0,Bogorodskoe,5800000
37,19.0,9.0,17.0,2005.0,1.0,7.0,Solncevo,6900000
34,20.0,7.0,9.0,1970.0,1.0,5.0,Gol'janovo,1000000
77,46.0,9.0,17.0,1993.0,3.0,10.0,Mitino,10900000
52,,15.0,,,,,Nekrasovka,4890050
38,19.0,1.0,14.0,1976.0,1.0,9.0,Alekseevskoe,6500000
31,15.0,5.0,6.0,1927.0,1.0,7.0,Sokol'niki,6500000
36,20.0,17.0,,,,,Nagornoe,5000000
38,18.0,8.0,17.0,1990.0,1.0,8.0,Novokosino,6600000
42,21.0,6.0,14.0,1991.0,1.0,8.0,Ljublino,5600000
37,19.0,14.0,17.0,1988.0,1.0,8.0,Severnoe Butovo,6200000
84,,11.0,20.0,0.0,3.0,1.0,Poselenie Vnukovskoe,9469954
34,18.0,4.0,5.0,1961.0,1.0,7.0,Bogorodskoe,6150000
48,28.0,1.0,9.0,1972.0,2.0,9.0,Chertanovo Juzhnoe,6200000
77,45.0,5.0,17.0,1987.0,3.0,10.0,Novokosino,11400000
38,19.0,17.0,17.0,2011.0,1.0,7.0,Nekrasovka,3998500
45,30.0,5.0,5.0,1963.0,2.0,5.0,Akademicheskoe,2000000
42,23.0,6.0,14.0,1975.0,2.0,6.0,Nagatino-Sadovniki,8000000
32,22.0,7.0,9.0,1963.0,1.0,5.0,Juzhnoe Medvedkovo,5550000
32,19.0,2.0,5.0,1966.0,1.0,5.0,Caricyno,5400000
51,30.0,14.0,17.0,1998.0,2.0,8.0,Mitino,8400000
57,41.0,6.0,9.0,1970.0,3.0,5.0,Filevskij Park,11100000
75,44.0,16.0,17.0,2004.0,3.0,12.0,Moskvorech'e-Saburovo,13000000
43,20.0,5.0,12.0,1983.0,1.0,8.0,Bogorodskoe,9000000
43,29.0,9.0,9.0,1969.0,2.0,5.0,Kuz'minki,1000000
37,34.0,8.0,14.0,1994.0,1.0,7.0,Krjukovo,4700000
39,21.0,2.0,9.0,1991.0,1.0,8.0,Severnoe Butovo,6100000
78,,4.0,12.0,,2.0,1.0,Poselenie Moskovskij,8010965
82,48.0,6.0,7.0,1995.0,3.0,8.0,Mitino,13700000
101,53.0,14.0,21.0,2002.0,3.0,14.0,Koptevo,14499000
52,34.0,4.0,9.0,1977.0,3.0,6.0,Jasenevo,8250000
39,20.0,18.0,22.0,1994.0,1.0,10.0,Strogino,7450000
32,18.0,6.0,9.0,1967.0,1.0,6.0,Severnoe Tushino,5350000
38,19.0,16.0,16.0,1984.0,1.0,9.0,Birjulevo Zapadnoe,5100000
29,17.0,9.0,9.0,1969.0,1.0,5.0,Izmajlovo,5550000
53,32.0,11.0,17.0,1987.0,2.0,9.0,Orehovo-Borisovo Severnoe,2000000
97,,12.0,25.0,2015.0,4.0,0.0,Mitino,13205837
73,,1.0,9.0,2015.0,2.0,1.0,Poselenie Moskovskij,7322961
17,13.0,2.0,5.0,1962.0,1.0,1.0,Vostochnoe Izmajlovo,3800000
53,30.0,5.0,14.0,1975.0,2.0,8.0,Pokrovskoe Streshnevo,10500000
38,19.0,12.0,14.0,1998.0,1.0,8.0,Novokosino,6100000
76,45.0,14.0,17.0,1985.0,3.0,9.0,Krylatskoe,17250000
41,19.0,14.0,4.0,1976.0,1.0,12.0,Novogireevo,6750000
59,31.0,12.0,24.0,2009.0,2.0,9.0,Cheremushki,14500000
41,26.0,3.0,9.0,1958.0,2.0,5.0,Meshhanskoe,10000000
65,34.0,15.0,17.0,2001.0,2.0,13.0,Mitino,12000000
49,49.0,2.0,17.0,2017.0,1.0,1.0,Poselenie Sosenskoe,4773579
35,19.0,9.0,12.0,1971.0,1.0,10.0,Severnoe Tushino,6100000
59,33.0,2.0,16.0,1982.0,2.0,10.0,Obruchevskoe,10200000
60,56.0,14.0,25.0,2016.0,2.0,10.0,Sviblovo,10647420
42,28.0,5.0,5.0,1963.0,2.0,5.0,Bogorodskoe,6000000
36,14.0,8.0,12.0,1994.0,1.0,9.0,Juzhnoe Butovo,6100000
45,32.0,6.0,9.0,1964.0,2.0,5.0,Jakimanka,8300000
45,27.0,3.0,12.0,1973.0,2.0,6.0,Chertanovo Severnoe,7975000
53,30.0,10.0,12.0,1983.0,2.0,8.0,Birjulevo Vostochnoe,7400000
38,22.0,2.0,12.0,1965.0,1.0,6.0,Zjuzino,6800000
32,18.0,5.0,9.0,1970.0,1.0,6.0,Pechatniki,5300000
58,34.0,14.0,18.0,1981.0,2.0,10.0,Lomonosovskoe,12900000
44,28.0,6.0,6.0,1980.0,2.0,6.0,Mar'ino,6000000
34,19.0,6.0,,,,,Mar'ina Roshha,6800000
97,52.0,8.0,17.0,2007.0,3.0,12.0,Juzhnoe Butovo,10500000
65,47.0,1.0,16.0,1976.0,3.0,8.0,Orehovo-Borisovo Severnoe,9400000
37,19.0,16.0,17.0,2012.0,1.0,7.0,Poselenie Vnukovskoe,4950000
65,60.0,3.0,10.0,2017.0,2.0,7.0,Sviblovo,10731500
52,52.0,4.0,15.0,2015.0,2.0,1.0,Poselenie Filimonkovskoe,3213556
39,19.0,12.0,12.0,1997.0,1.0,8.0,Vyhino-Zhulebino,6100000
37,22.0,1.0,9.0,1966.0,2.0,7.0,Juzhnoe Tushino,5900000
37,18.0,9.0,16.0,1999.0,1.0,8.0,Ljublino,6000000
38,19.0,16.0,17.0,2011.0,1.0,7.0,Poselenie Moskovskij,2680000
31,19.0,1.0,,,,,Shhukino,5150000
44,26.0,1.0,4.0,1961.0,2.0,7.0,Izmajlovo,2100000
37,16.0,9.0,,,,,Mar'ino,6700000
77,46.0,17.0,17.0,1993.0,3.0,10.0,Troparevo-Nikulino,12300000
48,24.0,10.0,10.0,2001.0,2.0,10.0,Bogorodskoe,9000000
83,40.0,1.0,3.0,2013.0,2.0,15.0,Troickij okrug,6350000
44,43.0,2.0,17.0,2014.0,1.0,10.0,Poselenie Desjonovskoe,4889369
45,24.0,14.0,16.0,1974.0,2.0,7.0,Golovinskoe,3200000
73,50.0,2.0,9.0,1978.0,3.0,6.0,Jasenevo,3000000
23,16.0,3.0,5.0,1969.0,1.0,3.0,Sokolinaja Gora,4400000
53,38.0,9.0,16.0,1968.0,3.0,6.0,Mozhajskoe,8800000
40,,8.0,17.0,,1.0,0.0,Nekrasovka,4400000
37,18.0,11.0,12.0,1988.0,1.0,7.0,Lefortovo,990000
44,29.0,3.0,5.0,1962.0,2.0,5.0,Shhukino,9100000
72,43.0,6.0,16.0,1976.0,3.0,10.0,Jakimanka,15000000
35,19.0,8.0,12.0,1968.0,1.0,9.0,Severnoe Medvedkovo,5200000
197,197.0,1.0,2.0,2012.0,4.0,25.0,Juzhnoe Butovo,18657500
74,45.0,9.0,17.0,1989.0,3.0,9.0,Krjukovo,10500000
59,31.0,19.0,22.0,2009.0,2.0,8.0,Kuncevo,12350000
32,18.0,1.0,5.0,1961.0,1.0,5.0,Filevskij Park,5900000
44,32.0,8.0,9.0,1964.0,2.0,5.0,Kotlovka,7000000
37,19.0,7.0,17.0,1983.0,1.0,7.0,Kuncevo,7300000
49,29.0,22.0,,,,,Silino,2000000
58,44.0,5.0,5.0,1963.0,3.0,5.0,Cheremushki,7850000
77,46.0,9.0,14.0,1996.0,3.0,10.0,Mar'ino,10200000
38,20.0,20.0,24.0,2009.0,1.0,10.0,Mozhajskoe,2000000
32,19.0,4.0,5.0,1965.0,1.0,5.0,Mar'ina Roshha,2000000
39,39.0,3.0,17.0,2015.0,1.0,1.0,Poselenie Filimonkovskoe,2488591
44,28.0,4.0,9.0,1974.0,2.0,5.0,Juzhnoe Tushino,1200000
73,45.0,6.0,17.0,1992.0,3.0,10.0,Krjukovo,8500000
37,18.0,5.0,,,,,Strogino,6200000
79,44.0,5.0,12.0,2005.0,3.0,12.0,Kosino-Uhtomskoe,12000000
57,33.0,11.0,17.0,1989.0,2.0,9.0,Brateevo,3000000
57,29.0,8.0,16.0,2006.0,2.0,10.0,Troickij okrug,6100000
57,,21.0,21.0,2015.0,2.0,10.0,Mitino,7355137
35,14.0,10.0,12.0,1997.0,1.0,11.0,Brateevo,6200000
79,45.0,11.0,14.0,2003.0,3.0,12.0,Zapadnoe Degunino,11800000
37,37.0,6.0,,,,,Nekrasovka,3797986
58,33.0,13.0,22.0,1990.0,2.0,10.0,Novokosino,8850000
85,,8.0,1.0,1.0,3.0,1.0,Krjukovo,9180500
54,32.0,14.0,17.0,1988.0,2.0,9.0,Novo-Peredelkino,7500000
78,,2.0,15.0,2015.0,3.0,1.0,Tverskoe,6421347
77,52.0,2.0,10.0,1960.0,3.0,7.0,Timirjazevskoe,14300000
82,49.0,6.0,10.0,2015.0,3.0,1.0,Poselenie Voskresenskoe,7709760
51,51.0,7.0,17.0,2015.0,2.0,1.0,Poselenie Vnukovskoe,7001144
41,26.0,4.0,5.0,1962.0,2.0,5.0,Sokolinaja Gora,6200000
85,51.0,5.0,14.0,1971.0,3.0,10.0,Fili Davydkovo,23500000
54,32.0,15.0,16.0,1988.0,2.0,9.0,Horoshevo-Mnevniki,9850000
61,,8.0,17.0,0.0,2.0,1.0,Poselenie Vnukovskoe,7774874
71,33.0,23.0,25.0,2002.0,2.0,9.0,Troparevo-Nikulino,15400000
38,37.0,7.0,19.0,2016.0,1.0,1.0,Nagatinskij Zaton,6921040
47,18.0,16.0,16.0,2015.0,1.0,1.0,Poselenie Voskresenskoe,5225800
71,43.0,18.0,25.0,1983.0,3.0,10.0,Tverskoe,13400000
31,18.0,28.0,34.0,2002.0,1.0,7.0,Shhukino,8900000
49,46.0,3.0,9.0,2015.0,1.0,1.0,Poselenie Pervomajskoe,3611262
125,76.0,1.0,6.0,1910.0,5.0,14.0,Tverskoe,27000000
52,51.0,12.0,17.0,2001.0,2.0,9.0,Hovrino,9350000
44,28.0,3.0,5.0,1959.0,2.0,5.0,Bogorodskoe,7250000
33,17.0,9.0,9.0,1968.0,1.0,7.0,Kon'kovo,6680000
38,18.0,11.0,16.0,1987.0,1.0,9.0,Kuncevo,7800000
38,15.0,7.0,17.0,2013.0,1.0,9.0,Poselenie Moskovskij,3233729
46,30.0,2.0,12.0,1978.0,2.0,6.0,Zapadnoe Degunino,7500000
79,41.0,6.0,14.0,2014.0,3.0,1.0,Poselenie Voskresenskoe,8073450
36,18.0,12.0,16.0,1996.0,1.0,10.0,Vyhino-Zhulebino,6400000
51,30.0,2.0,17.0,1985.0,2.0,8.0,Orehovo-Borisovo Juzhnoe,7700000
57,1.0,6.0,19.0,2016.0,2.0,1.0,Poselenie Shherbinka,4646235
65,65.0,11.0,17.0,0.0,2.0,10.0,Poselenie Sosenskoe,6529012
57,35.0,5.0,8.0,1956.0,2.0,7.0,Alekseevskoe,12200000
75,50.0,5.0,8.0,1960.0,3.0,9.0,Dorogomilovo,19300000
32,18.0,5.0,,,,,Otradnoe,5650000
52,29.0,10.0,14.0,1997.0,2.0,8.0,Akademicheskoe,10200000
43,26.0,5.0,5.0,1967.0,2.0,5.0,Tekstil'shhiki,5600000
50,30.0,3.0,17.0,2012.0,3.0,9.0,Zjuzino,4601300
56,55.0,2.0,17.0,2014.0,2.0,1.0,Nagornoe,11082586
31,21.0,8.0,9.0,1963.0,1.0,5.0,Zjuzino,6150000
54,31.0,15.0,16.0,1980.0,2.0,8.0,Orehovo-Borisovo Juzhnoe,8000000
63,33.0,12.0,17.0,2010.0,2.0,12.0,Vyhino-Zhulebino,3000000
54,32.0,6.0,17.0,1983.0,2.0,9.0,Birjulevo Vostochnoe,6950000
42,24.0,8.0,12.0,1972.0,2.0,5.0,Birjulevo Vostochnoe,6650000
88,,12.0,,,,,Pokrovskoe Streshnevo,12901530
43,28.0,5.0,9.0,1974.0,2.0,5.0,Kon'kovo,7500000
45,30.0,3.0,5.0,1962.0,2.0,5.0,Sokolinaja Gora,7250000
43,27.0,6.0,9.0,1970.0,2.0,6.0,Chertanovo Central'noe,7350000
72,35.0,17.0,17.0,2000.0,3.0,12.0,Troickij okrug,6700000
52,34.0,1.0,5.0,1960.0,3.0,5.0,Nagornoe,2000000
82,46.0,14.0,,,,,Juzhnoportovoe,7700000
39,,5.0,,,,,Nekrasovka,3831500
53,30.0,4.0,4.0,,2.0,10.0,Poselenie Filimonkovskoe,3094476
52,28.0,10.0,22.0,1987.0,2.0,8.0,Silino,6750000
38,19.0,7.0,17.0,1997.0,1.0,8.0,Donskoe,8900000
62,45.0,1.0,12.0,1980.0,3.0,6.0,Strogino,10500000
70,70.0,8.0,17.0,0.0,2.0,0.0,Poselenie Sosenskoe,5938920
59,35.0,5.0,7.0,1957.0,2.0,8.0,Danilovskoe,10700000
74,39.0,4.0,12.0,2014.0,2.0,14.0,Poselenie Pervomajskoe,4355165
52,52.0,16.0,17.0,2015.0,2.0,1.0,Tverskoe,6326787
38,18.0,3.0,17.0,1986.0,1.0,8.0,Sviblovo,7700000
47,28.0,3.0,9.0,1974.0,2.0,6.0,Bibirevo,7250000
41,,24.0,25.0,,1.0,0.0,Poselenie Moskovskij,4036219
80,48.0,11.0,14.0,1980.0,3.0,9.0,Kotlovka,13800000
74,45.0,16.0,17.0,1985.0,3.0,10.0,Ramenki,14900000
77,77.0,11.0,22.0,2016.0,3.0,10.0,Poselenie Shherbinka,6072395
44,29.0,3.0,5.0,1963.0,2.0,5.0,Perovo,6600000
83,53.0,3.0,5.0,1952.0,3.0,7.0,Pokrovskoe Streshnevo,11750000
60,34.0,6.0,17.0,1991.0,2.0,10.0,Severnoe Butovo,9750000
54,30.0,5.0,10.0,1993.0,2.0,8.0,Vyhino-Zhulebino,9100000
55,36.0,1.0,9.0,1962.0,3.0,4.0,Juzhnoportovoe,8300000
80,45.0,10.0,17.0,2011.0,3.0,12.0,Nekrasovka,1999000
51,,2.0,0.0,,2.0,0.0,Poselenie Novofedorovskoe,2560000
38,20.0,5.0,12.0,2003.0,1.0,8.0,Perovo,7600000
37,19.0,17.0,17.0,1999.0,1.0,7.0,Mar'ino,6000000
